period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales
2009-12,ID,Idaho,COM,commercial,100659,6.52,36.03577,552.2949
2009-12,IL,Illinois,COM,commercial,577570,8.41,374.7328,4455.73252
2009-12,IN,Indiana,COM,commercial,341658,8.04,161.01077,2002.87545
2009-12,IA,Iowa,COM,commercial,216616,7.05,76.66915,1087.01452
2009-12,KS,Kansas,COM,commercial,218822,7.28,90.4529,1242.08265
2009-12,KY,Kentucky,COM,commercial,296380,7.23,114.23915,1579.16434
2020-02,MAT,Middle Atlantic,COM,commercial,2377883,11.61,1392.66644,11990.80991
2020-02,ENC,East North Central,COM,commercial,2527486,9.94,1421.98582,14301.68919
2020-02,WNC,West North Central,COM,commercial,1470858,9.09,745.95102,8207.23249
2020-02,SAT,South Atlantic,COM,commercial,3853398,9.23,2167.5597,23490.67403
2020-08,NE,Nebraska,COM,commercial,155994,9.36,83.17242,888.60708
2020-08,NV,Nevada,COM,commercial,170033,7.76,99.13931,1277.98624
2020-08,NH,New Hampshire,COM,commercial,109280,15.4,54.83325,355.98239
2020-08,NJ,New Jersey,COM,commercial,524520,12.99,437.97954,3372.71249
2020-06,DE,Delaware,COM,commercial,56804,9.38,33.82617,360.61819
2020-06,DC,District of Columbia,COM,commercial,26710,12.09,61.27787,506.93702
2020-07,NE,Nebraska,COM,commercial,155984,9.36,80.4051,858.95378
2020-07,ENC,East North Central,COM,commercial,2539445,10.12,1697.39682,16775.11342
2008-12,NY,New York,COM,commercial,1036656,14.83,965.03298,6505.56023
2008-12,ND,North Dakota,COM,commercial,57029,6.56,28.32559,431.71709
2009-08,CT,Connecticut,COM,commercial,147345,16.77,203.91921,1215.6251
2008-12,MA,Massachusetts,COM,commercial,382459,16.09,329.01068,2045.25501
2009-08,DE,Delaware,COM,commercial,49228,12.07,46.68243,386.63389
2009-08,DC,District of Columbia,COM,commercial,26215,13.1,116.85916,892.02601
2020-08,MO,Missouri,COM,commercial,388618,10.32,279.02149,2702.45651
2020-08,MT,Montana,COM,commercial,111069,10.52,44.29187,421.07753
2016-11,CA,California,COM,commercial,1667297,14.29,1349.71763,9447.86488
2016-11,CO,Colorado,COM,commercial,368654,9.81,157.58263,1605.83401
2018-08,CA,California,COM,commercial,1745783,18.74,2322.54388,12393.4095
2008-10,IA,Iowa,COM,commercial,212227,6.94,70.50023,1016.42427
2008-10,KS,Kansas,COM,commercial,237607,7.21,90.64492,1256.63519
2008-10,KY,Kentucky,COM,commercial,296235,7.46,118.53592,1588.77546
2008-10,LA,Louisiana,COM,commercial,266354,10.57,204.9186,1938.05648
2008-10,ME,Maine,COM,commercial,87969,12.87,42.68065,331.59999
2008-10,MD,Maryland,COM,commercial,241751,13.69,325.15219,2374.79347
2008-10,MA,Massachusetts,COM,commercial,382357,16.41,345.30141,2104.51548
2008-10,MI,Michigan,COM,commercial,516231,9.22,292.65509,3174.64031
2008-10,MN,Minnesota,COM,commercial,272454,7.51,138.5132,1845.53976
2008-10,MS,Mississippi,COM,commercial,225186,10.1,113.99644,1128.45375
2008-10,MO,Missouri,COM,commercial,369130,6.11,156.07944,2554.70996
2008-10,MT,Montana,COM,commercial,100650,8.62,33.62919,390.27046
2008-10,NE,Nebraska,COM,commercial,153846,6.72,50.30814,748.12427
2008-10,NV,Nevada,COM,commercial,153658,10.35,81.74011,789.39466
2008-10,NH,New Hampshire,COM,commercial,103730,15.02,53.24161,354.57513
2008-10,NJ,New Jersey,COM,commercial,467529,13.38,435.71545,3257.36737
2008-11,CT,Connecticut,COM,commercial,149553,17.41,175.19472,1006.02821
2008-11,DE,Delaware,COM,commercial,49033,12.04,38.1834,317.05432
2008-11,DC,District of Columbia,COM,commercial,26696,13.12,93.55627,713.17359
2008-11,FL,Florida,COM,commercial,1138714,10.53,771.74581,7330.5693
2008-11,GA,Georgia,COM,commercial,544221,9,319.97725,3556.74328
2008-11,HI,Hawaii,COM,commercial,61362,30.47,87.89392,288.46909
2008-11,ID,Idaho,COM,commercial,99792,6.08,29.85093,490.83659
2008-11,IL,Illinois,COM,commercial,579791,9.55,372.24961,3899.90538
2008-11,IN,Indiana,COM,commercial,341837,8.33,155.79523,1869.37084
2008-11,IA,Iowa,COM,commercial,211847,6.7,61.75133,922.03039
2008-11,KS,Kansas,COM,commercial,237666,7.01,81.64923,1165.16081
2008-12,AZ,Arizona,COM,commercial,301187,8.41,187.89076,2233.55291
2008-12,AR,Arkansas,COM,commercial,176650,7.42,67.23858,905.81115
2008-12,CA,California,COM,commercial,1862815,11.11,1144.40358,10297.13393
2008-12,CO,Colorado,COM,commercial,359048,7.8,131.75261,1690.02346
2020-02,WA,Washington,COM,commercial,384848,8.84,216.75017,2450.93555
2020-02,WV,West Virginia,COM,commercial,145841,9.61,54.94098,571.50419
2020-02,WI,Wisconsin,COM,commercial,358605,10.54,199.35166,1890.69816
2020-02,WY,Wyoming,COM,commercial,58064,9.25,27.86848,301.17888
2020-02,NEW,New England,COM,commercial,885086,16.35,662.9647,4053.88652
2008-03,TN,Tennessee,COM,commercial,459984,8.4,189.40468,2253.79097
2008-09,OH,Ohio,COM,commercial,612693,9.37,373.25904,3984.08428
2008-09,OK,Oklahoma,COM,commercial,265218,8.88,148.53677,1673.42068
2008-09,OR,Oregon,COM,commercial,235426,7.3,97.85459,1340.53302
2008-09,PA,Pennsylvania,COM,commercial,677276,9.46,385.08138,4070.03393
2008-09,RI,Rhode Island,COM,commercial,56173,15.12,46.96585,310.6879
2008-09,SC,South Carolina,COM,commercial,343954,8.72,171.38509,1964.65699
2008-09,SD,South Dakota,COM,commercial,64803,7.39,25.93628,351.02703
2008-09,TN,Tennessee,COM,commercial,461394,9.13,253.11282,2770.83702
2008-09,TX,Texas,COM,commercial,1421589,10.78,1080.22797,10022.21935
2008-09,UT,Utah,COM,commercial,115715,7.35,62.8923,855.58372
2008-09,VT,Vermont,COM,commercial,49554,12.74,21.8982,171.8285
2008-09,VA,Virginia,COM,commercial,405687,8.01,328.44452,4100.78609
2008-09,WA,Washington,COM,commercial,352595,6.69,161.57646,2415.14608
2008-09,WV,West Virginia,COM,commercial,136111,6.15,39.45324,641.63817
2008-09,WI,Wisconsin,COM,commercial,334980,9.69,190.73149,1967.60702
2008-09,WY,Wyoming,COM,commercial,60150,6.95,24.3124,349.99586
2008-09,NEW,New England,COM,commercial,836179,15.9,776.12909,4882.00035
2008-09,MAT,Middle Atlantic,COM,commercial,2176624,14.93,2160.48856,14471.9128
2008-09,ENC,East North Central,COM,commercial,2390045,9.26,1459.19833,15755.54497
2008-09,WNC,West North Central,COM,commercial,1365908,7.42,615.88841,8299.48085
2008-09,SAT,South Atlantic,COM,commercial,3548257,9.71,2694.20127,27745.73664
2008-09,ESC,East South Central,COM,commercial,1355051,9.29,725.12099,7801.63821
2008-09,WSC,West South Central,COM,commercial,2129719,10.39,1544.02576,14865.59338
2008-09,MTN,Mountain,COM,commercial,1323247,8.79,730.07651,8301.76857
2008-09,PACC,Pacific Contiguous,COM,commercial,2392856,12.14,1896.68885,15627.11707
2008-09,PACN,Pacific Noncontiguous,COM,commercial,108998,25.05,134.76741,538.05435
2008-09,US,U.S. Total,COM,commercial,17626884,10.77,12736.58516,118288.84717
2008-10,ID,Idaho,COM,commercial,99712,6.03,29.30848,485.77463
2008-10,IL,Illinois,COM,commercial,576302,9.52,410.69906,4314.74238
2008-10,IN,Indiana,COM,commercial,341864,8.23,166.34585,2020.74053
2008-11,CO,Colorado,COM,commercial,358473,8.3,139.76671,1684.28175
2009-10,PACC,Pacific Contiguous,COM,commercial,2422234,11.89,1740.58429,14633.39695
2009-10,PACN,Pacific Noncontiguous,COM,commercial,108142,20.02,107.40673,536.57845
2009-10,US,U.S. Total,COM,commercial,17653521,10.13,10991.16194,108513.64705
2009-11,KS,Kansas,COM,commercial,218585,7.73,86.40931,1118.38749
2009-11,KY,Kentucky,COM,commercial,295440,7.18,98.64662,1374.71173
2009-11,LA,Louisiana,COM,commercial,269497,7.14,128.82735,1804.64063
2009-11,ME,Maine,COM,commercial,87924,12.41,37.86201,305.0874
2009-11,MD,Maryland,COM,commercial,243276,12.01,269.20273,2240.62027
2009-11,MA,Massachusetts,COM,commercial,375158,14.46,197.06421,1362.36292
2009-11,MI,Michigan,COM,commercial,522017,9.49,281.876,2970.16549
2009-11,MN,Minnesota,COM,commercial,273837,7.86,136.08345,1731.93334
2009-11,MS,Mississippi,COM,commercial,221853,9.53,93.29941,979.47737
2009-11,MO,Missouri,COM,commercial,368941,6.13,139.11741,2269.74392
2019-11,WNC,West North Central,COM,commercial,1471133,9.13,732.88405,8029.5515
2019-11,SAT,South Atlantic,COM,commercial,3865326,9.49,2301.63059,24258.49442
2019-11,ESC,East South Central,COM,commercial,1422087,10.97,763.76271,6959.8054
2019-11,WSC,West South Central,COM,commercial,2309099,8.25,1203.13538,14580.69159
2019-12,UT,Utah,COM,commercial,132402,7.43,71.82999,967.07859
2019-12,VT,Vermont,COM,commercial,59058,16.15,25.93613,160.63453
2019-12,VA,Virginia,COM,commercial,435784,8.11,354.10715,4367.92814
2019-12,WA,Washington,COM,commercial,389912,8.84,232.38318,2629.33681
2010-07,AL,Alabama,COM,commercial,359088,10.04,227.75231,2268.29336
2010-07,AK,Alaska,COM,commercial,47878,14.18,31.67139,223.28536
2010-07,US,U.S. Total,COM,commercial,17741672,10.72,13711.75038,127923.96458
2010-11,PA,Pennsylvania,COM,commercial,679912,10,354.63888,3546.20306
2010-11,RI,Rhode Island,COM,commercial,57151,12.8,36.80621,287.47695
2010-11,SC,South Carolina,COM,commercial,340481,9.21,142.97155,1551.62026
2010-11,SD,South Dakota,COM,commercial,66488,7.52,25.59642,340.56025
2010-11,TN,Tennessee,COM,commercial,461942,10.55,220.56739,2091.65061
2010-11,TX,Texas,COM,commercial,1453486,8.75,781.61842,8930.21184
2010-11,UT,Utah,COM,commercial,123540,6.7,53.93971,804.77929
2010-11,VT,Vermont,COM,commercial,50866,13.8,21.80734,157.99562
2010-11,VA,Virginia,COM,commercial,427381,7.61,273.00328,3586.00271
2010-11,WA,Washington,COM,commercial,353217,7.6,179.25241,2357.15955
2010-11,WV,West Virginia,COM,commercial,137103,8.16,50.90252,623.76288
2010-12,LA,Louisiana,COM,commercial,279438,8.03,145.77809,1814.95083
2010-12,ME,Maine,COM,commercial,88188,12.31,44.50007,361.44627
2010-12,MD,Maryland,COM,commercial,244830,11.75,309.2693,2631.0311
2010-12,MA,Massachusetts,COM,commercial,378828,14.42,220.27093,1527.17377
2010-12,MI,Michigan,COM,commercial,518815,9.59,271.05079,2826.65914
2010-12,MN,Minnesota,COM,commercial,278112,8.23,158.55609,1926.52498
2020-04,NC,North Carolina,COM,commercial,707195,8.85,274.93539,3108.07574
2020-04,ND,North Dakota,COM,commercial,76584,8.89,46.18006,519.35611
2020-05,IL,Illinois,COM,commercial,628557,9.41,311.95152,3315.63595
2020-05,IN,Indiana,COM,commercial,362795,10.94,175.54248,1604.62011
2020-05,IA,Iowa,COM,commercial,243627,10.89,86.89832,798.09392
2020-05,KS,Kansas,COM,commercial,235776,11.08,114.57601,1034.00957
2020-05,KY,Kentucky,COM,commercial,310846,10.77,144.12287,1338.34448
2020-05,LA,Louisiana,COM,commercial,295164,8.75,143.68908,1641.66808
2020-05,ME,Maine,COM,commercial,99133,12.67,31.83576,251.31129
2020-05,MD,Maryland,COM,commercial,256409,10.01,193.17118,1930.03206
2020-05,MA,Massachusetts,COM,commercial,410489,15.22,252.41769,1658.14702
2020-05,MI,Michigan,COM,commercial,545689,11.67,306.42543,2625.82502
2020-05,MN,Minnesota,COM,commercial,303223,10.53,163.15173,1549.87459
2020-05,MS,Mississippi,COM,commercial,236386,10.7,99.754,932.03125
2020-06,CA,California,COM,commercial,1753579,18.99,1721.48221,9063.84952
2020-06,CO,Colorado,COM,commercial,384855,11.34,181.90176,1603.45388
2020-06,CT,Connecticut,COM,commercial,155311,16.13,160.38689,994.37763
2010-05,CT,Connecticut,COM,commercial,158378,16.61,166.62753,1003.14515
2010-05,DE,Delaware,COM,commercial,49936,11.42,36.47894,319.50735
2010-05,DC,District of Columbia,COM,commercial,26441,13.09,104.01906,794.39361
2010-05,FL,Florida,COM,commercial,1123405,9.94,750.76365,7550.90377
2010-05,GA,Georgia,COM,commercial,543082,8.92,355.42041,3984.64345
2010-05,HI,Hawaii,COM,commercial,60345,26.11,74.39663,284.91179
2010-05,ID,Idaho,COM,commercial,100936,6.85,30.59473,446.57849
2010-05,IL,Illinois,COM,commercial,577648,8.77,351.14802,4001.82012
2010-05,IN,Indiana,COM,commercial,341308,8.33,165.55844,1986.33816
2010-05,IA,Iowa,COM,commercial,217567,7.93,75.1596,947.866
2010-06,AR,Arkansas,COM,commercial,179556,7.78,87.39077,1123.13362
2010-06,CA,California,COM,commercial,1791500,14.68,1560.68484,10628.79579
2010-06,CO,Colorado,COM,commercial,350065,10.19,171.70801,1685.02
2010-06,CT,Connecticut,COM,commercial,149457,16.45,195.36053,1187.59087
2010-06,DE,Delaware,COM,commercial,49880,11.7,43.07877,368.34213
2010-06,DC,District of Columbia,COM,commercial,26466,13.52,123.71342,915.37182
2015-06,WI,Wisconsin,COM,commercial,346523,11.45,231.71706,2023.23576
2015-06,WY,Wyoming,COM,commercial,57556,9.33,31.5037,337.65242
2015-06,NEW,New England,COM,commercial,892874,14.98,675.59311,4511.43793
2015-06,MAT,Middle Atlantic,COM,commercial,2261104,13.91,1861.16518,13380.25619
2015-06,WNC,West North Central,COM,commercial,1408809,10.2,890.67658,8730.96507
2016-02,MS,Mississippi,COM,commercial,231775,9.79,103.78259,1059.84455
2016-02,MO,Missouri,COM,commercial,375979,8.27,196.29062,2373.60034
2016-02,MT,Montana,COM,commercial,105269,9.88,40.2183,407.07083
2016-03,NM,New Mexico,COM,commercial,141658,9.26,61.72406,666.3287
2016-03,NY,New York,COM,commercial,1064371,13.54,828.92463,6120.76333
2016-03,NC,North Carolina,COM,commercial,669690,8.5,310.99773,3659.67915
2016-03,ND,North Dakota,COM,commercial,72839,8.94,48.09553,538.1679
2015-06,ENC,East North Central,COM,commercial,2456059,10.1,1595.82902,15795.48632
2015-07,GA,Georgia,COM,commercial,562576,11.47,536.21917,4674.22393
2015-07,HI,Hawaii,COM,commercial,60601,27.3,78.71808,288.33883
2016-11,DC,District of Columbia,COM,commercial,25973,11.77,75.03969,637.41426
2016-02,MN,Minnesota,COM,commercial,289035,9.5,178.48565,1879.59358
2016-11,FL,Florida,COM,commercial,1218559,9.03,664.48824,7359.19115
2020-09,DE,Delaware,COM,commercial,57067,8.47,29.03678,342.82785
2020-09,DC,District of Columbia,COM,commercial,26704,11.79,67.68751,574.344
2020-09,FL,Florida,COM,commercial,1258733,9.03,763.54979,8459.45826
2015-05,MI,Michigan,COM,commercial,532283,10.85,346.57021,3193.83713
2015-05,MN,Minnesota,COM,commercial,291895,9.56,177.55461,1857.79109
2015-05,MS,Mississippi,COM,commercial,230377,10.54,122.06542,1157.9542
2015-06,ME,Maine,COM,commercial,98077,11.74,39.10968,333.12613
2016-01,ID,Idaho,COM,commercial,106753,7.41,40.59378,547.86531
2016-01,IL,Illinois,COM,commercial,606658,8.69,382.16868,4399.52341
2016-01,IN,Indiana,COM,commercial,348971,9.53,189.04208,1983.03422
2016-01,IA,Iowa,COM,commercial,232199,8.05,86.58541,1076.24088
2016-02,CO,Colorado,COM,commercial,362505,8.87,140.47948,1584.34148
2016-02,CT,Connecticut,COM,commercial,152197,16.15,160.7796,995.25075
2016-03,AZ,Arizona,COM,commercial,317016,9.68,215.58381,2226.69644
2016-03,AR,Arkansas,COM,commercial,189478,8.06,71.02501,881.50209
2016-03,CA,California,COM,commercial,1745352,13.78,1305.59261,9474.35786
2016-03,CO,Colorado,COM,commercial,365065,8.94,149.21912,1669.38569
2015-05,MO,Missouri,COM,commercial,373501,9.49,231.86912,2443.25287
2015-05,MT,Montana,COM,commercial,104053,10.3,39.32259,381.92572
2015-06,MD,Maryland,COM,commercial,249760,10.95,291.96095,2665.8589
2015-06,MA,Massachusetts,COM,commercial,425603,15.2,331.72368,2183.06606
2015-06,MI,Michigan,COM,commercial,532655,10.84,357.50211,3296.52569
2016-11,LA,Louisiana,COM,commercial,290056,8.71,174.10275,1998.13242
2016-11,ME,Maine,COM,commercial,96083,12.39,36.00966,290.64763
2015-06,WA,Washington,COM,commercial,362496,8.13,203.19211,2498.45592
2015-06,WV,West Virginia,COM,commercial,141904,8.6,60.03487,697.94208
2015-07,CT,Connecticut,COM,commercial,150952,15.01,183.29423,1221.22008
2015-07,DE,Delaware,COM,commercial,52961,10.04,38.10992,379.56274
