period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales
2010-11,NEW,New England,ALL,all sectors,7024913,14.6,1366.82383,9360.0864
2009-11,MT,Montana,ALL,all sectors,570797,7.5,84.09409,1121.70703
2009-11,NE,Nebraska,ALL,all sectors,983803,6.7,149.83363,2235.32666
2009-12,DE,Delaware,ALL,all sectors,444859,12.02,108.05159,899.30517
2009-12,DC,District of Columbia,ALL,all sectors,252462,13.07,128.95098,986.99002
2009-12,FL,Florida,ALL,all sectors,9634076,11.29,1953.51089,17303.61422
2009-12,GA,Georgia,ALL,all sectors,4629250,8.43,913.3046,10829.91777
2009-12,HI,Hawaii,ALL,all sectors,475584,23.28,195.06673,837.77332
2009-12,ID,Idaho,ALL,all sectors,789207,6.97,146.92545,2108.74142
2009-12,IL,Illinois,ALL,all sectors,5654498,8.54,1046.03719,12244.43093
2009-12,IN,Indiana,ALL,all sectors,3104951,7.31,658.13223,9001.71478
2009-12,IA,Iowa,ALL,all sectors,1551303,7.02,284.56148,4056.36928
2009-12,KS,Kansas,ALL,all sectors,1452514,7.49,247.66598,3308.49935
2009-12,KY,Kentucky,ALL,all sectors,2236969,6.22,517.11692,8310.67483
2009-12,LA,Louisiana,ALL,all sectors,2241923,6.56,406.98526,6199.64329
2020-02,MAT,Middle Atlantic,ALL,all sectors,18709053,11.94,3461.23644,28977.7853
2020-02,ENC,East North Central,ALL,all sectors,22943582,9.94,4501.21784,45284.12577
2020-02,WNC,West North Central,ALL,all sectors,11180156,9.07,2265.03627,24982.62637
2020-02,SAT,South Atlantic,ALL,all sectors,32410699,9.79,6122.73041,62510.86846
2020-02,ESC,East South Central,ALL,all sectors,9854480,9.18,2255.55939,24564.90799
2020-08,NE,Nebraska,ALL,all sectors,1088337,9.4,294.93601,3138.86107
2020-08,NV,Nevada,ALL,all sectors,1403682,9.01,401.89581,4458.30549
2020-08,NH,New Hampshire,ALL,all sectors,747443,16.44,167.43678,1018.6483
2020-08,NJ,New Jersey,ALL,all sectors,4154765,14.46,1119.23569,7740.89786
2020-06,DE,Delaware,ALL,all sectors,503523,10.47,99.02245,945.9826
2020-06,DC,District of Columbia,ALL,all sectors,317282,12.15,90.1206,741.82746
2020-07,NE,Nebraska,ALL,all sectors,1089440,9.73,310.38199,3191.55256
2020-07,NV,Nevada,ALL,all sectors,1401893,8.83,384.41114,4351.98566
2020-07,ENC,East North Central,ALL,all sectors,23068547,10.53,5837.27707,55433.62368
2008-12,NY,New York,ALL,all sectors,7960042,14.76,1797.79084,12176.91617
2008-12,NC,North Carolina,ALL,all sectors,4833479,8.19,856.22147,10448.97402
2008-12,ND,North Dakota,ALL,all sectors,379985,6.34,80.79723,1273.8633
2008-12,OH,Ohio,ALL,all sectors,5526201,8.41,1152.20356,13695.99698
2008-12,MA,Massachusetts,ALL,all sectors,3046204,16.59,765.18414,4613.13376
2009-08,DC,District of Columbia,ALL,all sectors,246934,13.36,155.76678,1165.9627
2020-08,MO,Missouri,ALL,all sectors,3245498,11.05,816.2759,7387.03518
2020-08,MT,Montana,ALL,all sectors,647933,9.51,119.65287,1257.73374
2016-11,CA,California,ALL,all sectors,15049084,14.91,2943.80848,19741.32936
2016-11,CO,Colorado,ALL,all sectors,2656232,9.88,417.18072,4223.86225
2018-08,CA,California,ALL,all sectors,15754331,18.55,5542.31381,29874.59826
2008-10,IA,Iowa,ALL,all sectors,1546257,6.55,237.2339,3619.71917
2008-10,KS,Kansas,ALL,all sectors,1511984,7.26,215.42664,2967.0786
2008-10,KY,Kentucky,ALL,all sectors,2232342,6.58,497.31983,7554.19478
2008-10,LA,Louisiana,ALL,all sectors,2212656,10.2,601.54613,5895.64435
2008-10,ME,Maine,ALL,all sectors,786536,13.64,133.05164,975.33784
2008-10,MD,Maryland,ALL,all sectors,2430183,13.75,642.96964,4677.36794
2008-10,MA,Massachusetts,ALL,all sectors,3054283,16.96,721.3068,4252.16029
2008-10,MI,Michigan,ALL,all sectors,4814203,8.88,730.94691,8232.504
2008-10,MN,Minnesota,ALL,all sectors,2569133,7.52,406.479,5408.27083
2008-10,MS,Mississippi,ALL,all sectors,1472339,9.31,349.26972,3753.18173
2008-10,MO,Missouri,ALL,all sectors,3061611,6.54,407.04012,6224.97462
2008-10,MT,Montana,ALL,all sectors,565921,7.69,91.37974,1188.41114
2008-10,NE,Nebraska,ALL,all sectors,980609,6.47,140.63527,2174.62387
2008-10,NV,Nevada,ALL,all sectors,1212889,9.79,267.94249,2735.68579
2008-10,NH,New Hampshire,ALL,all sectors,702777,15.36,130.24171,847.69371
2008-10,NJ,New Jersey,ALL,all sectors,3884281,13.83,848.506,6133.89592
2008-11,DE,Delaware,ALL,all sectors,441932,12.28,103.0248,839.04457
2008-11,DC,District of Columbia,ALL,all sectors,245855,13.12,116.13433,884.8424
2008-11,FL,Florida,ALL,all sectors,9686551,11.02,1829.5623,16604.90833
2008-11,GA,Georgia,ALL,all sectors,4599581,8.55,827.02146,9671.82745
2008-11,HI,Hawaii,ALL,all sectors,471493,29.94,251.54079,840.01787
2008-11,ID,Idaho,ALL,all sectors,782141,5.94,102.9996,1733.9775
2008-11,IL,Illinois,ALL,all sectors,5679981,9.66,1065.23741,11025.167
2008-11,IN,Indiana,ALL,all sectors,3093288,7.58,607.54977,8018.21872
2008-11,IA,Iowa,ALL,all sectors,1541060,6.29,223.75435,3554.9537
2008-11,KS,Kansas,ALL,all sectors,1515597,6.99,203.27082,2907.26583
2008-12,AZ,Arizona,ALL,all sectors,2852209,8.48,460.94053,5437.53019
2008-12,AR,Arkansas,ALL,all sectors,1517428,7.5,269.03835,3585.76603
2008-12,CA,California,ALL,all sectors,15256613,11.64,2613.09912,22447.75299
2008-12,CO,Colorado,ALL,all sectors,2553879,8.01,351.97961,4394.61333
2020-02,WA,Washington,ALL,all sectors,3543908,8.14,654.56502,8042.69843
2020-02,WV,West Virginia,ALL,all sectors,1016257,8.8,244.85214,2781.67248
2020-02,WI,Wisconsin,ALL,all sectors,3093736,10.54,585.34032,5553.42939
2020-02,WY,Wyoming,ALL,all sectors,344128,7.98,115.80818,1450.33652
2020-02,NEW,New England,ALL,all sectors,7272503,18.24,1668.12476,9144.91726
2008-03,TX,Texas,ALL,all sectors,11033978,10.1,2564.65827,25400.90165
2008-09,OH,Ohio,ALL,all sectors,5512674,8.54,1095.15545,12821.11667
2008-09,OK,Oklahoma,ALL,all sectors,1919434,8.69,416.26171,4789.44878
2008-09,OR,Oregon,ALL,all sectors,1880539,7.18,266.35149,3708.29613
2008-09,PA,Pennsylvania,ALL,all sectors,5939131,9.35,1155.62917,12355.0483
2008-09,RI,Rhode Island,ALL,all sectors,491297,16,99.57157,622.19169
2008-09,SC,South Carolina,ALL,all sectors,2424235,8.23,579.99929,7049.6774
2008-09,SD,South Dakota,ALL,all sectors,432446,7.56,64.27483,849.82909
2008-09,TN,Tennessee,ALL,all sectors,3159316,8.19,772.0325,9426.47913
2008-09,TX,Texas,ALL,all sectors,11033197,11.33,3465.81922,30580.54374
2008-09,UT,Utah,ALL,all sectors,1052020,6.99,156.95993,2244.07852
2008-09,VT,Vermont,ALL,all sectors,357256,12.5,57.5087,460.16504
2008-09,VA,Virginia,ALL,all sectors,3586768,8.66,784.26872,9054.76491
2008-09,WA,Washington,ALL,all sectors,3179968,6.48,415.81042,6419.70618
2008-09,WV,West Virginia,ALL,all sectors,1011302,5.72,148.85667,2604.61371
2008-09,WI,Wisconsin,ALL,all sectors,2923545,9.32,527.48812,5661.77734
2008-09,WY,Wyoming,ALL,all sectors,323507,5.72,73.50766,1284.50483
2008-09,NEW,New England,ALL,all sectors,6997451,16.3,1706.76504,10469.14159
2008-09,MAT,Middle Atlantic,ALL,all sectors,17777710,13.95,4474.33091,32064.35622
2008-09,ENC,East North Central,ALL,all sectors,22008718,8.75,4183.72586,47807.21388
2008-09,WNC,West North Central,ALL,all sectors,10511374,7.43,1725.11448,23211.47659
2008-09,SAT,South Atlantic,ALL,all sectors,29279210,9.86,7069.44385,71677.85455
2008-09,ESC,East South Central,ALL,all sectors,9363254,8.23,2419.48635,29405.7843
2008-09,WSC,West South Central,ALL,all sectors,16685173,10.65,4961.19906,46595.95604
2008-09,MTN,Mountain,ALL,all sectors,10297659,8.7,2052.9023,23585.22646
2008-09,PACC,Pacific Contiguous,ALL,all sectors,19818294,11.45,4089.90033,35710.49632
2008-09,PACN,Pacific Noncontiguous,ALL,all sectors,792422,26.66,367.50137,1378.70471
2008-09,US,U.S. Total,ALL,all sectors,143531265,10.27,33050.36954,321906.21066
2008-10,ID,Idaho,ALL,all sectors,782633,5.89,101.6106,1724.82209
2008-10,IL,Illinois,ALL,all sectors,5662818,9.53,1080.4951,11337.02148
2008-10,IN,Indiana,ALL,all sectors,3089184,7.64,624.34224,8177.25348
2008-11,CO,Colorado,ALL,all sectors,2549649,8.3,341.62638,4114.2738
2008-11,CT,Connecticut,ALL,all sectors,1604785,18.11,431.4566,2382.54946
2009-10,PACN,Pacific Noncontiguous,ALL,all sectors,794587,20.44,290.24269,1420.30527
2009-10,US,U.S. Total,ALL,all sectors,143889070,9.7,27856.49521,287116.30848
2009-11,KS,Kansas,ALL,all sectors,1453262,7.75,216.79369,2799.12722
2009-11,KY,Kentucky,ALL,all sectors,2229859,6.04,422.88154,7004.76216
2009-11,LA,Louisiana,ALL,all sectors,2239499,6.13,362.00951,5903.60693
2009-11,ME,Maine,ALL,all sectors,788099,12.79,114.62322,896.46093
2009-11,MD,Maryland,ALL,all sectors,2443290,12.62,573.43652,4544.17108
2009-11,MA,Massachusetts,ALL,all sectors,3043033,14.6,618.27614,4234.32556
2009-11,MI,Michigan,ALL,all sectors,4788032,9.16,721.41106,7871.52008
2009-11,MN,Minnesota,ALL,all sectors,2572457,7.95,407.88801,5128.57063
2009-11,MS,Mississippi,ALL,all sectors,1473843,8.5,285.5353,3359.09139
2009-11,MO,Missouri,ALL,all sectors,3067136,6.48,379.91868,5866.92061
2019-11,WNC,West North Central,ALL,all sectors,11187427,9.06,2148.70786,23726.29261
2019-11,SAT,South Atlantic,ALL,all sectors,32507002,10,6211.53898,62146.611
2019-11,ESC,East South Central,ALL,all sectors,9924051,9.44,2194.52138,23236.76976
2019-11,WSC,West South Central,ALL,all sectors,19238657,8.21,3751.95266,45713.37329
2019-12,UT,Utah,ALL,all sectors,1270143,7.7,201.07493,2610.8003
2019-12,VT,Vermont,ALL,all sectors,375411,16.19,78.65916,485.84726
2019-12,VA,Virginia,ALL,all sectors,3919863,9.53,967.1168,10152.60081
2019-12,WA,Washington,ALL,all sectors,3559254,8.17,703.90658,8614.63937
2019-12,WV,West Virginia,ALL,all sectors,1015745,8.38,246.93182,2946.91785
2010-07,AL,Alabama,ALL,all sectors,2517299,9.14,825.60801,9032.34484
2010-07,AK,Alaska,ALL,all sectors,322073,14.76,71.93335,487.39451
2010-07,US,U.S. Total,ALL,all sectors,144563790,10.46,38600.65658,369017.71929
2010-11,PA,Pennsylvania,ALL,all sectors,5953202,10.18,1128.52302,11081.93307
2010-11,RI,Rhode Island,ALL,all sectors,493904,13.8,82.32967,596.69379
2010-11,SC,South Carolina,ALL,all sectors,2443878,8.4,480.71597,5720.328
2010-11,SD,South Dakota,ALL,all sectors,440847,7.79,67.9524,871.88503
2010-11,TN,Tennessee,ALL,all sectors,3164212,9.09,637.44775,7011.11011
2010-11,TX,Texas,ALL,all sectors,11158445,8.66,2141.69766,24739.32711
2010-11,UT,Utah,ALL,all sectors,1071732,6.2,138.82923,2239.35002
2010-11,VT,Vermont,ALL,all sectors,359159,13.44,58.65098,436.54618
2010-11,VA,Virginia,ALL,all sectors,3737335,8.43,685.63459,8134.92644
2010-11,WA,Washington,ALL,all sectors,3193558,6.86,501.35414,7309.61289
2010-11,WV,West Virginia,ALL,all sectors,1018888,7.88,195.34526,2479.01269
2010-12,ME,Maine,ALL,all sectors,791749,13.27,136.77238,1030.62221
2010-12,MD,Maryland,ALL,all sectors,2458717,12.3,727.69424,5917.83404
2010-12,MA,Massachusetts,ALL,all sectors,3061323,14.13,681.27932,4821.65055
2010-12,MI,Michigan,ALL,all sectors,4781894,9.54,858.89715,8999.88517
2010-12,MN,Minnesota,ALL,all sectors,2593834,8.39,510.47124,6081.59438
2020-04,NC,North Carolina,ALL,all sectors,5387226,9.68,838.90804,8666.86406
2020-04,ND,North Dakota,ALL,all sectors,471756,8.71,150.8205,1730.69592
2020-04,OH,Ohio,ALL,all sectors,5656210,9.66,958.13765,9922.45861
2020-05,IN,Indiana,ALL,all sectors,3294295,9.83,686.95945,6985.77631
2020-05,IA,Iowa,ALL,all sectors,1654420,9.14,341.16539,3732.53472
2020-05,KS,Kansas,ALL,all sectors,1544619,10.98,303.47748,2764.63703
2020-05,KY,Kentucky,ALL,all sectors,2326473,8.66,458.74877,5298.12172
2020-05,LA,Louisiana,ALL,all sectors,2420447,7.46,505.05762,6769.04528
2020-05,ME,Maine,ALL,all sectors,802584,13.61,109.91143,807.60208
2020-05,MD,Maryland,ALL,all sectors,2638525,11.3,465.66191,4121.81588
2020-05,MA,Massachusetts,ALL,all sectors,3238269,17.79,642.02307,3609.59656
2020-05,MI,Michigan,ALL,all sectors,4965351,12.43,856.278,6890.40831
2020-05,MN,Minnesota,ALL,all sectors,2771285,10.67,480.16757,4499.16446
2020-05,MS,Mississippi,ALL,all sectors,1549449,9.21,308.16188,3345.22422
2020-06,CA,California,ALL,all sectors,15809401,18.64,3999.90923,21459.87126
2020-06,CO,Colorado,ALL,all sectors,2798496,10.96,521.5848,4760.2355
2020-06,CT,Connecticut,ALL,all sectors,1681898,18.58,451.4002,2428.9294
2010-05,CT,Connecticut,ALL,all sectors,1615022,17.6,374.90421,2130.52141
2010-05,DE,Delaware,ALL,all sectors,446572,12.04,95.32751,791.98735
2010-05,DC,District of Columbia,ALL,all sectors,253762,13.05,127.4323,976.42052
2010-05,FL,Florida,ALL,all sectors,9639848,10.63,1907.17129,17944.26941
2010-05,GA,Georgia,ALL,all sectors,4593268,8.61,918.96482,10672.31987
2010-05,HI,Hawaii,ALL,all sectors,474396,25.25,214.37224,849.00618
2010-05,ID,Idaho,ALL,all sectors,790393,6.53,114.05276,1746.50985
2010-05,IL,Illinois,ALL,all sectors,5651676,9.03,981.12402,10869.94091
2010-05,IN,Indiana,ALL,all sectors,3096144,7.57,624.36078,8252.63016
2010-05,IA,Iowa,ALL,all sectors,1550127,7.55,267.25358,3539.80977
2010-06,CA,California,ALL,all sectors,14741602,13.91,3066.29562,22036.60059
2010-06,CO,Colorado,ALL,all sectors,2495052,9.86,447.83941,4539.74714
2010-06,CT,Connecticut,ALL,all sectors,1602576,17.39,448.15019,2577.60034
2010-06,DE,Delaware,ALL,all sectors,447221,12.32,115.2886,935.9728
2010-06,DC,District of Columbia,ALL,all sectors,253016,13.55,158.84528,1172.02206
2015-06,WI,Wisconsin,ALL,all sectors,2997275,11.21,629.23349,5612.848
2015-06,WY,Wyoming,ALL,all sectors,336268,8,110.11136,1375.88211
2015-06,NEW,New England,ALL,all sectors,7248459,16.16,1570.37365,9714.86285
2015-06,MAT,Middle Atlantic,ALL,all sectors,18165691,13.35,4159.76234,31162.04997
2015-06,WNC,West North Central,ALL,all sectors,10833899,10.21,2540.71624,24886.92355
2016-02,MN,Minnesota,ALL,all sectors,2665563,9.7,528.57394,5451.36526
2016-02,MS,Mississippi,ALL,all sectors,1516289,8.56,333.62214,3896.4624
2016-02,MO,Missouri,ALL,all sectors,3134454,8.51,559.00555,6568.86696
2016-02,MT,Montana,ALL,all sectors,608413,8.57,105.68462,1233.49979
2016-03,NM,New Mexico,ALL,all sectors,1026906,8.61,148.96588,1730.86882
2016-03,NY,New York,ALL,all sectors,8175727,13.67,1589.62106,11628.6731
2016-03,NC,North Carolina,ALL,all sectors,5085994,9.11,914.20854,10035.33644
2016-03,ND,North Dakota,ALL,all sectors,457880,8.68,135.9584,1566.99182
2015-06,ENC,East North Central,ALL,all sectors,22298255,9.98,4739.94605,47475.87185
2015-07,GA,Georgia,ALL,all sectors,4777320,11.63,1628.38978,13997.76453
2015-07,HI,Hawaii,ALL,all sectors,489897,26.6,228.44861,858.67641
2016-11,DC,District of Columbia,ALL,all sectors,287658,11.88,96.88097,815.75962
2016-11,FL,Florida,ALL,all sectors,10596061,9.92,1688.15444,17010.14475
2016-11,GA,Georgia,ALL,all sectors,4849418,9.19,889.06039,9679.36552
2018-08,SC,South Carolina,ALL,all sectors,2681667,8.1,653.86374,8074.04638
2020-09,DC,District of Columbia,ALL,all sectors,319441,11.91,98.19551,824.76747
2020-09,FL,Florida,ALL,all sectors,11055363,10.43,2394.52213,22955.28069
