period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales
2009-11,TN,Tennessee,TRA,transportation,1,10.36,.01771,.171
2009-11,TX,Texas,TRA,transportation,2,9.93,.48888,4.92455
2009-11,UT,Utah,TRA,transportation,10,7.9,.21887,2.76935
2009-11,VT,Vermont,TRA,transportation,0,0,0,0
2009-11,VA,Virginia,TRA,transportation,1,8.14,1.0857,13.338
2009-11,WA,Washington,TRA,transportation,6,6.37,.01534,.24075
2009-11,WV,West Virginia,TRA,transportation,1,7.35,.02973,.40449
2009-11,WI,Wisconsin,TRA,transportation,0,0,0,0
2009-11,WY,Wyoming,TRA,transportation,0,0,0,0
2009-11,NEW,New England,TRA,transportation,3,8.05,3.22357,40.0535
2009-11,MAT,Middle Atlantic,TRA,transportation,48,11.91,38.2931,321.63315
2009-11,ENC,East North Central,TRA,transportation,8,8,3.37139,42.12409
2009-11,WNC,West North Central,TRA,transportation,2,6.42,.216,3.363
2009-11,SAT,South Atlantic,TRA,transportation,35,10.52,10.34738,98.31542
2009-11,ESC,East South Central,TRA,transportation,1,10.36,.01771,.171
2009-11,WSC,West South Central,TRA,transportation,27,9.97,.58462,5.86319
2009-11,MTN,Mountain,TRA,transportation,29,8.52,.60493,7.10035
2009-11,PACC,Pacific Contiguous,TRA,transportation,559,8.36,5.9567,71.27477
2009-11,PACN,Pacific Noncontiguous,TRA,transportation,0,0,0,0
2009-11,US,U.S. Total,TRA,transportation,712,10.61,62.61539,589.89847
2009-12,NJ,New Jersey,TRA,transportation,6,13.27,3.6193,27.27079
2009-12,NM,New Mexico,TRA,transportation,0,0,0,0
2009-12,NY,New York,TRA,transportation,28,12.87,35.33845,274.54972
2009-12,NC,North Carolina,TRA,transportation,1,7.05,.03842,.54476
2009-12,ND,North Dakota,TRA,transportation,0,0,0,0
2009-12,OH,Ohio,TRA,transportation,2,9.63,.36266,3.76511
2010-04,MN,Minnesota,TRA,transportation,1,7.87,.14,1.78
2019-09,DC,District of Columbia,TRA,transportation,3,8.76,5.73142,65.41491
2019-09,FL,Florida,TRA,transportation,2,8.44,.56841,6.73393
2010-11,NEW,New England,TRA,transportation,5,7.4,3.28684,44.41336
2009-11,MO,Missouri,TRA,transportation,1,4.93,.078,1.581
2009-11,MT,Montana,TRA,transportation,0,0,0,0
2009-11,NE,Nebraska,TRA,transportation,0,0,0,0
2009-12,CT,Connecticut,TRA,transportation,2,11.29,2.04972,18.1561
2009-12,DE,Delaware,TRA,transportation,0,0,0,0
2009-12,DC,District of Columbia,TRA,transportation,1,12.17,3.21683,26.4239
2009-12,FL,Florida,TRA,transportation,25,10.67,.72779,6.82067
2009-12,GA,Georgia,TRA,transportation,1,7.13,1.02129,14.33136
2009-12,HI,Hawaii,TRA,transportation,0,0,0,0
2009-12,ID,Idaho,TRA,transportation,0,0,0,0
2009-12,IL,Illinois,TRA,transportation,4,7.9,3.70549,46.87641
2009-12,IN,Indiana,TRA,transportation,1,8.61,.17382,2.0179
2009-12,IA,Iowa,TRA,transportation,0,0,0,0
2009-12,KS,Kansas,TRA,transportation,0,0,0,0
2009-12,KY,Kentucky,TRA,transportation,0,0,0,0
2020-02,NEW,New England,TRA,transportation,6,11.51,5.24456,45.55318
2020-02,MAT,Middle Atlantic,TRA,transportation,19,10.74,32.15387,299.46663
2020-02,ENC,East North Central,TRA,transportation,11,5.97,3.28428,55.05337
2020-02,WNC,West North Central,TRA,transportation,3,8.16,.35982,4.40818
2020-02,SAT,South Atlantic,TRA,transportation,13,7.65,8.70688,113.76042
2020-08,MT,Montana,TRA,transportation,0,0,0,0
2020-08,NE,Nebraska,TRA,transportation,0,0,0,0
2020-08,NV,Nevada,TRA,transportation,1,8.54,.02006,.235
2020-08,NH,New Hampshire,TRA,transportation,0,0,0,0
2020-06,DE,Delaware,TRA,transportation,0,0,0,0
2020-06,DC,District of Columbia,TRA,transportation,3,10.49,2.19368,20.91245
2020-07,MT,Montana,TRA,transportation,0,0,0,0
2020-07,NE,Nebraska,TRA,transportation,0,0,0,0
2020-07,MAT,Middle Atlantic,TRA,transportation,19,11.92,34.39765,288.48145
2008-12,NY,New York,TRA,transportation,25,11.98,31.08476,259.47816
2008-12,ND,North Dakota,TRA,transportation,0,0,0,0
2009-08,CT,Connecticut,TRA,transportation,2,11.18,1.61861,14.48089
2009-08,DE,Delaware,TRA,transportation,0,0,0,0
2020-08,MS,Mississippi,TRA,transportation,0,0,0,0
2020-08,MO,Missouri,TRA,transportation,2,10.84,.18008,1.66133
2016-11,AR,Arkansas,TRA,transportation,2,11.64,.00398,.03416
2016-11,CA,California,TRA,transportation,15,9.02,4.97542,55.16019
2018-08,AR,Arkansas,TRA,transportation,2,11.68,.00469,.0401
2008-10,IN,Indiana,TRA,transportation,1,10.47,.147,1.404
2008-10,IA,Iowa,TRA,transportation,0,0,0,0
2008-10,KS,Kansas,TRA,transportation,0,0,0,0
2008-10,KY,Kentucky,TRA,transportation,0,0,0,0
2008-10,LA,Louisiana,TRA,transportation,25,11.88,.06283,.52875
2008-10,ME,Maine,TRA,transportation,0,0,0,0
2008-10,MD,Maryland,TRA,transportation,5,14.89,6.45797,43.36727
2008-10,MA,Massachusetts,TRA,transportation,1,8.56,2.18721,25.53808
2008-10,MI,Michigan,TRA,transportation,1,10.37,.03899,.37598
2008-10,MN,Minnesota,TRA,transportation,1,7.94,.143,1.801
2008-10,MS,Mississippi,TRA,transportation,0,0,0,0
2008-10,MO,Missouri,TRA,transportation,1,4.74,.078,1.647
2008-10,MT,Montana,TRA,transportation,0,0,0,0
2008-10,NE,Nebraska,TRA,transportation,0,0,0,0
2008-10,NV,Nevada,TRA,transportation,17,8.68,.055,.63392
2008-10,NH,New Hampshire,TRA,transportation,0,0,0,0
2008-11,CT,Connecticut,TRA,transportation,5,9.83,1.44778,14.72871
2008-11,DE,Delaware,TRA,transportation,0,0,0,0
2008-11,DC,District of Columbia,TRA,transportation,1,16.36,4.04628,24.73031
2008-11,FL,Florida,TRA,transportation,25,10.67,.75935,7.11531
2008-11,GA,Georgia,TRA,transportation,1,6.73,.91047,13.52159
2008-11,HI,Hawaii,TRA,transportation,0,0,0,0
2008-11,ID,Idaho,TRA,transportation,0,0,0,0
2008-11,IL,Illinois,TRA,transportation,4,8.68,3.4052,39.23332
2008-11,IN,Indiana,TRA,transportation,1,10.54,.153,1.451
2008-11,IA,Iowa,TRA,transportation,0,0,0,0
2008-11,KS,Kansas,TRA,transportation,0,0,0,0
2008-12,AK,Alaska,TRA,transportation,0,0,0,0
2008-12,AZ,Arizona,TRA,transportation,0,0,0,0
2008-12,AR,Arkansas,TRA,transportation,2,12.45,.00394,.03169
2008-12,CA,California,TRA,transportation,507,8.15,5.85794,71.90412
2020-02,WA,Washington,TRA,transportation,5,9.93,.80132,8.07378
2020-02,WV,West Virginia,TRA,transportation,0,0,0,0
2020-02,WI,Wisconsin,TRA,transportation,2,14.33,.01601,.11175
2020-02,WY,Wyoming,TRA,transportation,0,0,0,0
2008-03,TN,Tennessee,TRA,transportation,1,6.6,.014,.212
2008-09,OH,Ohio,TRA,transportation,2,12.42,.47341,3.8124
2008-09,OK,Oklahoma,TRA,transportation,0,0,0,0
2008-09,OR,Oregon,TRA,transportation,44,6.7,.10442,1.55748
2008-09,PA,Pennsylvania,TRA,transportation,14,7.77,5.3813,69.23995
2008-09,RI,Rhode Island,TRA,transportation,0,0,0,0
2008-09,SC,South Carolina,TRA,transportation,0,0,0,0
2008-09,SD,South Dakota,TRA,transportation,0,0,0,0
2008-09,TN,Tennessee,TRA,transportation,1,14.04,.016,.114
2008-09,TX,Texas,TRA,transportation,42,8.61,.51521,5.98269
2008-09,UT,Utah,TRA,transportation,8,8.38,.2095,2.49904
2008-09,VT,Vermont,TRA,transportation,0,0,0,0
2008-09,VA,Virginia,TRA,transportation,1,8.67,1.42885,16.473
2008-09,WA,Washington,TRA,transportation,4,5.7,.00725,.12714
2008-09,WV,West Virginia,TRA,transportation,1,5.58,.02381,.42699
2008-09,WI,Wisconsin,TRA,transportation,0,0,0,0
2008-09,WY,Wyoming,TRA,transportation,0,0,0,0
2008-09,NEW,New England,TRA,transportation,8,19.76,6.2299,31.52351
2008-09,MAT,Middle Atlantic,TRA,transportation,43,12.02,41.09143,341.84509
2008-09,ENC,East North Central,TRA,transportation,8,8.63,4.38179,50.76496
2008-09,WNC,West North Central,TRA,transportation,2,7.62,.275,3.608
2008-09,SAT,South Atlantic,TRA,transportation,35,13.21,14.65143,110.92952
2008-09,ESC,East South Central,TRA,transportation,1,14.04,.016,.114
2008-09,WSC,West South Central,TRA,transportation,65,8.98,.58032,6.45952
2008-09,MTN,Mountain,TRA,transportation,26,9.35,.6685,7.14796
2008-09,PACC,Pacific Contiguous,TRA,transportation,555,8.53,6.52006,76.48037
2008-09,PACN,Pacific Noncontiguous,TRA,transportation,0,0,0,0
2008-09,US,U.S. Total,TRA,transportation,743,11.83,74.41443,628.87292
2008-10,HI,Hawaii,TRA,transportation,0,0,0,0
2008-10,ID,Idaho,TRA,transportation,0,0,0,0
2008-10,IL,Illinois,TRA,transportation,4,8.52,3.34867,39.28676
2008-11,CO,Colorado,TRA,transportation,1,7.83,.316,4.035
2009-10,PACC,Pacific Contiguous,TRA,transportation,558,8.73,6.46781,74.12985
2009-10,PACN,Pacific Noncontiguous,TRA,transportation,0,0,0,0
2009-10,US,U.S. Total,TRA,transportation,708,10.39,62.32202,599.84432
2009-11,KS,Kansas,TRA,transportation,0,0,0,0
2009-11,KY,Kentucky,TRA,transportation,0,0,0,0
2009-11,LA,Louisiana,TRA,transportation,23,10.13,.09212,.90905
2009-11,ME,Maine,TRA,transportation,0,0,0,0
2009-11,MD,Maryland,TRA,transportation,5,11.15,4.56809,40.96464
2009-11,MA,Massachusetts,TRA,transportation,1,6.12,1.63683,26.7535
2009-11,MI,Michigan,TRA,transportation,1,10.34,.039,.377
2009-11,MN,Minnesota,TRA,transportation,1,7.74,.138,1.782
2009-11,MS,Mississippi,TRA,transportation,0,0,0,0
2016-11,ME,Maine,TRA,transportation,0,0,0,0
2019-11,ENC,East North Central,TRA,transportation,11,7.65,3.38487,44.26797
2019-11,WNC,West North Central,TRA,transportation,3,7.83,.30484,3.89079
2019-11,SAT,South Atlantic,TRA,transportation,13,7.73,8.88437,115.00331
2019-11,ESC,East South Central,TRA,transportation,0,0,0,0
2019-12,UT,Utah,TRA,transportation,1,10.64,.46177,4.33892
2019-12,VT,Vermont,TRA,transportation,0,0,0,0
2019-12,VA,Virginia,TRA,transportation,1,7.9,1.84396,23.34599
2019-12,WA,Washington,TRA,transportation,5,9.64,.83564,8.66469
2010-07,AL,Alabama,TRA,transportation,0,0,0,0
2010-07,US,U.S. Total,TRA,transportation,237,10.97,72.55439,661.23129
2010-11,OR,Oregon,TRA,transportation,58,7.1,.14025,1.97591
2010-11,PA,Pennsylvania,TRA,transportation,14,8.51,5.76535,67.72838
2010-11,RI,Rhode Island,TRA,transportation,1,14.58,.30741,2.10772
2010-11,SC,South Carolina,TRA,transportation,0,0,0,0
2010-11,SD,South Dakota,TRA,transportation,0,0,0,0
2010-11,TN,Tennessee,TRA,transportation,1,11.03,.015,.136
2010-11,TX,Texas,TRA,transportation,3,9.81,.66782,6.8093
2010-11,UT,Utah,TRA,transportation,11,8.65,.24543,2.83696
2009-12,NH,New Hampshire,TRA,transportation,0,0,0,0
2010-12,MN,Minnesota,TRA,transportation,1,7.76,.144,1.855
2010-11,VT,Vermont,TRA,transportation,0,0,0,0
2010-11,VA,Virginia,TRA,transportation,1,7.37,1.01235,13.734
2010-11,WA,Washington,TRA,transportation,6,7.76,.04093,.52742
2010-12,LA,Louisiana,TRA,transportation,22,8.3,.06698,.80724
2010-12,ME,Maine,TRA,transportation,0,0,0,0
2010-12,MD,Maryland,TRA,transportation,5,10.07,4.64653,46.15266
2010-12,MA,Massachusetts,TRA,transportation,2,5.62,1.89136,33.68201
2010-12,MI,Michigan,TRA,transportation,1,10.28,.04851,.472
2020-04,NY,New York,TRA,transportation,8,12.28,19.59918,159.61357
2020-04,NC,North Carolina,TRA,transportation,1,8.23,.09188,1.11623
2020-04,ND,North Dakota,TRA,transportation,0,0,0,0
2020-05,IL,Illinois,TRA,transportation,3,5.89,1.9458,33.05674
2020-05,IN,Indiana,TRA,transportation,1,10.94,.1409,1.28804
2020-05,IA,Iowa,TRA,transportation,0,0,0,0
2020-05,KS,Kansas,TRA,transportation,0,0,0,0
2020-05,KY,Kentucky,TRA,transportation,0,0,0,0
2020-05,LA,Louisiana,TRA,transportation,1,8.36,.05121,.61257
2020-05,ME,Maine,TRA,transportation,0,0,0,0
2020-05,MD,Maryland,TRA,transportation,5,8.18,3.03897,37.134
2020-05,MA,Massachusetts,TRA,transportation,2,4.73,1.17281,24.80314
2020-05,MI,Michigan,TRA,transportation,2,11.42,.03172,.2777
2020-05,MN,Minnesota,TRA,transportation,1,10.73,.09887,.92128
2020-05,MS,Mississippi,TRA,transportation,0,0,0,0
2020-06,AR,Arkansas,TRA,transportation,2,10.71,.0013,.01209
2020-06,CA,California,TRA,transportation,13,10.15,5.06286,49.89744
2020-06,CO,Colorado,TRA,transportation,1,9.33,.71665,7.67935
2020-06,CT,Connecticut,TRA,transportation,3,10.52,.86193,8.19463
2010-05,CT,Connecticut,TRA,transportation,2,11.63,1.63745,14.07404
2010-05,DE,Delaware,TRA,transportation,0,0,0,0
2010-05,DC,District of Columbia,TRA,transportation,1,10.64,2.7965,26.2732
2010-05,FL,Florida,TRA,transportation,25,9.06,.61705,6.81204
2010-05,GA,Georgia,TRA,transportation,1,7.64,.98888,12.94225
2010-05,HI,Hawaii,TRA,transportation,0,0,0,0
2010-05,ID,Idaho,TRA,transportation,0,0,0,0
2010-05,IL,Illinois,TRA,transportation,4,6.76,2.71448,40.16708
2010-05,IN,Indiana,TRA,transportation,1,10.11,.12207,1.20794
2010-06,AR,Arkansas,TRA,transportation,2,12.21,.00403,.03297
2010-06,CA,California,TRA,transportation,14,8.23,5.61735,68.23368
2010-06,CO,Colorado,TRA,transportation,1,10.94,.396,3.621
2010-06,CT,Connecticut,TRA,transportation,2,10.9,1.75884,16.13773
2010-06,DE,Delaware,TRA,transportation,0,0,0,0
2015-06,WV,West Virginia,TRA,transportation,0,0,0,0
2015-06,WI,Wisconsin,TRA,transportation,1,13.33,.002,.015
2015-06,WY,Wyoming,TRA,transportation,0,0,0,0
2015-06,NEW,New England,TRA,transportation,7,9.15,4.02036,43.94556
2015-06,ENC,East North Central,TRA,transportation,8,7.08,3.14444,44.40553
2016-02,MI,Michigan,TRA,transportation,1,11.21,.04769,.4255
2016-02,MN,Minnesota,TRA,transportation,1,9.97,.22124,2.21921
2016-02,MS,Mississippi,TRA,transportation,0,0,0,0
2016-02,MO,Missouri,TRA,transportation,1,6.32,.13258,2.09891
2016-03,NJ,New Jersey,TRA,transportation,7,8.72,2.15858,24.75074
2016-03,NM,New Mexico,TRA,transportation,0,0,0,0
2016-03,NY,New York,TRA,transportation,9,11.59,26.52594,228.9243
2016-03,NC,North Carolina,TRA,transportation,1,7.74,.04204,.54286
2015-06,MAT,Middle Atlantic,TRA,transportation,19,12.08,37.70765,312.04682
2015-07,FL,Florida,TRA,transportation,2,8.65,.73998,8.55155
2015-07,GA,Georgia,TRA,transportation,1,9.94,1.46404,14.73556
2015-07,HI,Hawaii,TRA,transportation,0,0,0,0
2016-03,ND,North Dakota,TRA,transportation,0,0,0,0
2016-11,DC,District of Columbia,TRA,transportation,3,9.43,2.36182,25.05345
2016-11,FL,Florida,TRA,transportation,2,8.5,.61869,7.28214
2018-08,RI,Rhode Island,TRA,transportation,1,16.93,.38529,2.27541
2020-09,DE,Delaware,TRA,transportation,0,0,0,0
2020-09,DC,District of Columbia,TRA,transportation,3,10.01,2.24678,22.44709
2020-09,FL,Florida,TRA,transportation,2,7.66,.48275,6.3
2015-05,MI,Michigan,TRA,transportation,1,11.35,.03551,.31274
2009-08,DC,District of Columbia,TRA,transportation,1,12.99,3.84784,29.62248
2015-05,MN,Minnesota,TRA,transportation,1,9.05,.16576,1.83219
2016-01,ID,Idaho,TRA,transportation,0,0,0,0
2016-01,IL,Illinois,TRA,transportation,3,6.71,2.9011,43.25185
2016-01,IN,Indiana,TRA,transportation,1,9.52,.19889,2.08952
2016-01,IA,Iowa,TRA,transportation,0,0,0,0
2016-02,CO,Colorado,TRA,transportation,1,9.49,.51174,5.39
2016-03,AK,Alaska,TRA,transportation,0,0,0,0
2016-03,AZ,Arizona,TRA,transportation,2,8.91,.05096,.57157
2016-03,AR,Arkansas,TRA,transportation,2,9.18,.00291,.03168
2016-03,CA,California,TRA,transportation,16,9.54,6.29116,65.96627
2016-03,CO,Colorado,TRA,transportation,1,9.04,.50119,5.542
2016-11,KY,Kentucky,TRA,transportation,0,0,0,0
2015-05,MS,Mississippi,TRA,transportation,0,0,0,0
2015-05,MO,Missouri,TRA,transportation,1,7.54,.10996,1.45862
2015-05,MT,Montana,TRA,transportation,0,0,0,0
2015-06,ME,Maine,TRA,transportation,0,0,0,0
2015-06,MD,Maryland,TRA,transportation,5,8.74,3.54216,40.52588
2015-06,MA,Massachusetts,TRA,transportation,3,7.36,1.97131,26.80155
2015-06,MI,Michigan,TRA,transportation,1,11.08,.03764,.33968
2016-11,LA,Louisiana,TRA,transportation,1,9.6,.10337,1.07665
2015-05,US,U.S. Total,TRA,transportation,79,9.87,60.07481,608.77392
2015-06,VA,Virginia,TRA,transportation,1,8.21,1.33769,16.2959
2015-06,WA,Washington,TRA,transportation,7,7.75,.03197,.41272
2015-07,CT,Connecticut,TRA,transportation,3,9.59,1.71319,17.86973
2015-07,DE,Delaware,TRA,transportation,0,0,0,0
2015-07,DC,District of Columbia,TRA,transportation,1,8.95,2.85877,31.92598
2015-08,AL,Alabama,TRA,transportation,0,0,0,0
2015-08,AK,Alaska,TRA,transportation,0,0,0,0
2019-05,SC,South Carolina,TRA,transportation,0,0,0,0
2020-08,NEW,New England,TRA,transportation,6,7.62,2.87565,37.74965
2020-08,MAT,Middle Atlantic,TRA,transportation,19,11.95,32.73229,273.90243
2020-08,ENC,East North Central,TRA,transportation,11,6.36,2.57375,40.48193
2019-03,SAT,South Atlantic,TRA,transportation,13,8.07,8.90786,110.41638
2019-03,ESC,East South Central,TRA,transportation,0,0,0,0
2019-03,WSC,West South Central,TRA,transportation,6,6.74,1.03899,15.42146
2019-03,MTN,Mountain,TRA,transportation,5,9.31,1.34875,14.48276
2020-08,NY,New York,TRA,transportation,8,12.63,27.68659,219.25908
2020-08,NC,North Carolina,TRA,transportation,1,7.4,.11773,1.59028
2020-08,ND,North Dakota,TRA,transportation,0,0,0,0
2020-08,OH,Ohio,TRA,transportation,3,7.17,.16461,2.29579
2020-08,OK,Oklahoma,TRA,transportation,0,0,0,0
2020-08,OR,Oregon,TRA,transportation,2,9.5,.19758,2.08077
2020-08,PA,Pennsylvania,TRA,transportation,5,8.72,2.78265,31.90831
2020-08,RI,Rhode Island,TRA,transportation,1,26.3,.27105,1.03071
2020-08,SC,South Carolina,TRA,transportation,0,0,0,0
2020-08,SD,South Dakota,TRA,transportation,0,0,0,0
2019-05,TN,Tennessee,TRA,transportation,0,0,0,0
2019-05,TX,Texas,TRA,transportation,3,6.46,.95634,14.8007
2020-02,ESC,East South Central,TRA,transportation,0,0,0,0
2020-02,WSC,West South Central,TRA,transportation,6,6.76,1.0355,15.32419
2020-02,MTN,Mountain,TRA,transportation,5,9.17,1.38246,15.07669
2020-02,PACC,Pacific Contiguous,TRA,transportation,20,9.03,6.35479,70.37984
2020-02,PACN,Pacific Noncontiguous,TRA,transportation,0,0,0,0
2020-02,US,U.S. Total,TRA,transportation,83,9.45,58.52216,619.0225
2020-07,ENC,East North Central,TRA,transportation,11,6.59,2.60445,39.52317
2020-07,WNC,West North Central,TRA,transportation,3,10.12,.3027,2.99135
2020-07,SAT,South Atlantic,TRA,transportation,13,8.34,8.43611,101.13399
2020-07,ESC,East South Central,TRA,transportation,0,0,0,0
2020-07,WSC,West South Central,TRA,transportation,6,6.64,1.06074,15.98128
2020-07,MTN,Mountain,TRA,transportation,5,9.31,1.17531,12.62742
2020-07,PACC,Pacific Contiguous,TRA,transportation,19,10.53,5.96211,56.64484
2020-08,NJ,New Jersey,TRA,transportation,6,9.95,2.26305,22.73504
2020-08,NM,New Mexico,TRA,transportation,0,0,0,0
2019-05,SD,South Dakota,TRA,transportation,0,0,0,0
2019-06,NV,Nevada,TRA,transportation,1,8.79,.06295,.71594
2019-05,US,U.S. Total,TRA,transportation,81,9.46,57.55085,608.41917
2020-02,TX,Texas,TRA,transportation,3,6.6,.95195,14.4139
2020-02,UT,Utah,TRA,transportation,1,10.59,.45587,4.3033
2020-02,VT,Vermont,TRA,transportation,0,0,0,0
2020-02,VA,Virginia,TRA,transportation,1,8.28,1.39798,16.88855
2020-08,UT,Utah,TRA,transportation,1,10.61,.42841,4.03833
2020-08,VT,Vermont,TRA,transportation,0,0,0,0
2020-05,ESC,East South Central,TRA,transportation,0,0,0,0
2020-05,WSC,West South Central,TRA,transportation,6,6.85,.93855,13.70812
2020-05,MTN,Mountain,TRA,transportation,5,9.03,1.15955,12.84169
2020-05,PACC,Pacific Contiguous,TRA,transportation,20,9.43,4.7823,50.73942
2020-05,PACN,Pacific Noncontiguous,TRA,transportation,0,0,0,0
2020-05,US,U.S. Total,TRA,transportation,83,9.3,42.21874,453.96491
2020-06,ID,Idaho,TRA,transportation,0,0,0,0
2007-07,AL,Alabama,TRA,transportation,,0,0,0
2007-07,AK,Alaska,TRA,transportation,,0,0,0
2007-07,AZ,Arizona,TRA,transportation,,0,0,0
